5035089345	18460	কে এগিয়ে এসেছেন
5066068889	07660	নিহত ব্যক্তি
5086538932	32998	প্রতিদ্বন্দ্বিতা করেন
5215061278	49543	নতুন কোনো গুরুর সন্ধান
5270612678	53396	প্রাণটি থাকবে না।
5278928615	88654	যাতে করে একটি বই পড়লে
5283967913	80518	বেশ বিব্রতকর অবস্থায়ও
5346623595	53396	সবার কাছ থেকে
5380604353	75626	দ্রুত বাড়ছে
5406839012	25696	নেতা ও পিতা
5423688787	85430	ভজন
5511385205	18460	এক দিনে ৬০ কোটি টাকা
5625021344	49543	দেখা যায় কেনো
5686704948	11915	পরে মন্ত্রিসভা সম্প্রসারণের সময়ে
5713164340	32998	সমস্যা কোথায়
5718543625	85430	না আসার বিষয়ে
5776395477	91230	নাইজেরিয়ার আটজন কিশোরীকে অপহরণ করেছে দেশটির ইসলামি জঙ্গি সংগঠন বোকো হারাম।
5779717704	07660	শপিংমলের দামের থেকেও
5890425891	25696	সবচাইতে জনপ্রিয় হচ্ছে ড্যান্ডি
5927662246	82926	ঘোষিত হচ্ছে এটাই
6014310957	06527	নারীদের সচেতন হওয়া জরুরি
6074847927	75936	আমি বিশ্বাস করি
6101669882	75626	আমাদের কাঠাল গাছের মাথায়
6224821044	72649	পাণ্ডবদিগের প্রপিতামহী
6226366189	80518	নক্ষত্রমন্ডলের একটি
6257189087	11915	অভিযানের পরিকল্পনা
6277001911	16877	প্রথম আইফোন অবমুক্ত করেন
6289113038	72649	হেয় জ্ঞান করিতে লাগিলেন
6293935449	06736	বসে থাকা দলের
6434352659	42898	আটটি শুঁড়ের মত পা
6503710945	80518	শত শত মানুষ মারা যায়
6533663715	11915	নির্বাচনসহ সবার জন্য
6540926577	80505	গণমাধ্যমে প্রচারণার কারণে
6643698346	05901	প্রকাশ্যেই চলছে
6655375609	06527	ভবনটি খুলে দেয়
6675872814	80505	এক বছর পেরিয়ে যাচ্ছে
6689811207	75626	কলপাড় থেকে যাচ্ছে ঘরের দিকে
6832388895	39293	আনুষ্ঠানিক ভাবে দেয়া
6874471242	05901	আর এক হাতে রুকিয়াকে ধরে
6926996992	72649	ওই কিশোরীকে কটুক্তি করলে
6960302357	23291	হরিণ তার
6996725124	25117	এবং নিজের চেহারা দেখার জন্য
7126098002	72649	টেনে আনত
7267337179	91230	বাংলাদেশ সরকারের ওয়েব পোর্টাল
7284060803	76329	কোন ধারণা দিতে পারে নি
7319141290	06736	মা বলেন, মা’র চোখে সুর্মা
7326517814	43199	জাহাঙ্গীর ছিল সবার ছোট
7329958827	12702	এ এস পি মনিরুজ্জামান মনির
7414374010	52578	খবরে জানা যাচ্ছে
7424070802	68549	বা অহমীয়া ভাষা
7431529295	03284	তবে দলের স্থানীয়
7494434428	72649	দিকপাল হয়ে উঠেছে
7499307216	88654	পরিবারকে
7507266225	95907	১৯৮৩ সালে
7513313342	71522	আইসিসি ওডিআই চ্যাম্পিয়নশীপ
7575853813	22096	তার ভাই রুহুলকে
7595448092	18460	সেই আহ শব্দে
7628531053	14816	মশার কামড়
7644105872	53396	বল দেখি
7646099967	72649	ধ্বংসস্তূপের উপরই
7664372236	69449	ততটা শক্তভাবে নেই
7836934324	68549	স্বপ্ন দেখতাম
7945498716	82926	রাজীব গান্ধী
7970625067	08458	বাংলাদেশ আর্মি
7977602878	39293	ওইসব সব ব্যবসা প্রতিষ্ঠানে
8032996844	49543	উল্টে থাকে
8123434202	39293	জিডিপিতে রাজস্ব আদায়ে
8135294811	58998	এই প্রস্তাবে আপত্তি আছে
8151208683	05901	স্বাগতিক দলের কেউই
8163372360	69449	নিহত হওয়ার ঘটনায়
8172742216	85430	নারী এক হাত থেকে
8298008235	64092	সিরিয়াতে গত ৩০ মাসের সংঘাতে
8330954317	06736	গণিত
8489232031	08458	বাংলাদেশ প্রিমিয়ার লীগে
8548079606	65652	খেলার ৫১ মিনিটেই
8656314914	91223	সাংবাদিকদের সামনে
8668739681	85430	দায়িত্বে আছেন মি: কাদেরের কন্যা
8699503866	07660	সুরমার পা, গলা ও বুকে
8730757948	95907	প্রয়োজনে ভোলা কৃষি অফিস
8732335334	80539	এই গ্রন্থটি রচনা করা হয়
8813116034	11915	শান্তির কথা বলে
8962905309	11915	অফস্পিনার মোসাদ্দেকের
9197026373	29089	লেনদেন আগের দিনের চেয়ে
9335155948	80518	৪ অক্টোবর
9350900350	72649	যুক্তি দিয়ে থাকে
9365369791	33814	আমি পুরোপুরি
9398458575	33814	একই গ্রামের হাবিবুর রহমান
9441364266	65652	তারপর ভালো করে
9594595257	91230	তবে সে গুলিগুলো
9625030162	49543	উপস্থিত শিক্ষার্থী ও শিক্ষকদের অনেকে
9675937871	64092	অস্বীকার করে আসছেন
9685802729	05901	মানবতাবিরোধী অপরাধের
9692506121	44322	উপুড় করে খেতে বসে দেখেন
9807380112	56508	শেয়ারের মধ্যে ১৫৫ টির দাম বেড়েছে
9809777218	25696	হরিবংশে ইহা ভিন্নপ্রকারে
9832066246	32998	শাহজালাল
9887534616	42898	বাংলা একাডেমিতে প্রথম
9922413105	11915	নিউ ন্যাশন, মর্নিং নিউজ
9998940051	93080	লাইফ এচিভমেন্ট অ্যাওয়ার্ড পান
